506736	مطمئنا او مرد فقیری است با این حال، او شاد است.	36227	He is poor, to be sure, but he is happy.
506747	من بی درنگ به او تلفن کردم.	248026	I telephoned her at once.
507935	من مهندس هستم.	397588	I'm an engineer.
507959	یک دوست واقعی همانند پرنده ای کم نظیر است.	507744	A real friend is like a rare bird.
507960	زیاد جدی نگیر.	507748	Don't take it so seriously.
507962	من نگران هستم، که نتوانم در موقع مقرر آن را درست کنم.	241977	I'm afraid I can't make it at that time.
507963	آنها تازه آمده اند.	305897	They have just arrived.
507968	این حقیقت که او دغل کار است، بر کسی پنهان نیست.	308484	There's no disguising the fact that she is dishonest.
507972	کار نه تنها به خاطر عواید اقتصادی مانند درآمد مهم است، بلکه به جهت نیازهای اجتماعی وروانی مانند احساس انجام کاری مثبت برای جامعه، نیز مهم است.	326335	Work is not only important for economic benefits, the salary, but also for social and psychological needs, the feeling of doing something for the good of society.
507973	این لغت نامه ی من است.	471872	That is my dictionary.
507974	من هیچ برادری ندارم.	249896	I don't have any brothers.
508013	سلام، حالت خوب است؟	624657	Hello, are you well?
509105	او سعی کرد یک چادر پیدا کند اما نتوانست آنچه را که می خواست بیابد	508976	She tried to get a tent, but she couldn't find the one she wanted.
509106	جشن تولدش فردا عصر برگزار میشه	508918	Her birthday party will be tomorrow evening.
509108	دست چپش شکست.	296680	He broke his left arm.
509115	مشکلی نظیر این را تصور کنید: فرض کنید اتومبیل برادرتان تصادف کرده است	264233	Imagine a problem such as this: Suppose your brother has a car accident.
509426	آنها تنها کسانی هستند که حقیقت را می دانند.	47049	They are the only people who know the fact.
509580	یک کاپیتان مسئول کشتی و خدمه آن است.	273504	A captain is in charge of his ship and its crew.
509585	ابتدا از او خوشم نمی آمد ولی حالا چرا.	258584	At first I did not like him, but now I do.
509644	من متاسفم.	38387	I'm sorry.
509650	تشخیص دادن تو از برادرت دشوار است.	17606	It is hard to distinguish you from your brother.
509650	تشخیص دادن تو از برادرت دشوار است.	1558698	It's hard to tell you from your brother.
509653	من هوشیاری ام را از دست دادم.	28205	I lost consciousness.
509660	من ملاقات با آن مرد را در کمبریج به خاطر می آورم.	68136	I remember meeting that man at Cambridge before.
509797	ایستگاه اتوبوس کجاست؟	620691	Where is the bus stop?
509933	آن به من ربطی ندارد	509927	It's not my business.
509945	این به من ربطی ندارد	509927	It's not my business.
509958	این به من مربوط نیست.	509927	It's not my business.
510293	حقوق آب، شاخه ای از حقوق است که به مالکیت، کنترل و بهره برداری از آب بعنوان یک منبع می پردازد.	624486	Water law is the field of law dealing with the ownership, control, and use of water as a resource.
510451	بیشتر از این ماندن وقت تلف کردن است.	54885	It's a waste of time to stay longer.
510453	من فکر می کنم که او(دختر) یک رقصنده خوب است.	261325	I think she is a good dancer.
510454	آیا تکالیفت را انجام داده بودی؟	434484	Did you do your homework?
510455	او(پسر) در صبح 15 می آمد تا مرا ببیند.	288586	He came to see me on the morning of May 15.
510456	سال پیش من تصمیم گرفته بودم که به ژاپن بیایم	257815	I decided to come to Japan last year.
510458	مادر بزرگم نمی تواند خیلی خوب ببیند.	273895	My grandmother can't see very well.
510459	دوستش یک خواننده است.	309839	Her friend is a singer.
510464	آیا فکر میکنی که روش درس دادن من اشتباه است؟	29064	Do you think that my way of teaching is wrong?
510466	ما همگی با تو موافقیم.	248502	We all agree with you.
510471	من کشیدن سیگار و مصرف الکل را متوقف کردم.	256286	I stopped smoking and drinking.
510474	این خودکارها مال او(پسر) هستند.	55276	These pens are his.
510480	ای کاش (تام) برادر کوچکتر من بود.	37403	I wish Tom were my younger brother.
510483	هلن در حیاط در حال بازی کردن است.	33836	Helen is playing in the yard.
510485	آخرین باری که من از درخت بالا رفتم را به یاد نمی آورم.	509747	I don't remember the last time I climbed a tree.
510487	من گیج شده ام.حالا چکار باید بکنم؟	455883	I'm confused. What do I do now?
510488	او(پسر) یکی از معروفترین خوانندگان در ژاپن است.	302209	He is one of the most famous singers in Japan.
510489	عجله کن!	1329	Hurry up.
510494	هر چیزی که اینجاست مال من است.	61586	Everything here is mine.
510505	او بهتر از من شنا می کند.	298049	He is a better swimmer than I.
510507	در یک زمان برای دو چیز تلاش نکن.	27468	Don't attempt two things at once.
510509	چون او مریض بود, او نتوانست به مهمانی برود.	318423	Because he was ill, he couldn't go to the party.
510512	من از خواهر بیمارم مراقبت کردم.	261469	I took care of my sick sister.
510513	من این چاپگر رادیروز خریدم.	253381	I bought this printer yesterday.
510514	پشت سرت را نگاه کن!	473820	Look behind you!
510542	او(دختر) عاشق تام است، نه من	308174	She loves Tom, not me.
510545	او برای مقاومت کردن خیلی پیر است.	288801	He was too old to resist.
510548	یک تشکر بزرگ برای کمک شما.	453162	A big thanks for your help.
510551	او برای سه هفته در نیویورک ماند	292322	He stayed in New York for three weeks.
510553	همه بچه ها سیب را دوست ندارند.	37513	Not all children like apples.
510556	آن کودک از آب ترسی ندارد.	47467	That child has no fear of water.
510557	دارو ها مزه تلخی دارند.	43550	The medicine tastes bitter.
510559	آیا میدانی که برج توکیو کجاست؟	279713	Do you know where Tokyo Tower is?
510561	برادر من میخواهد که روزی به ماه برود.	250691	My brother wants to go to the moon some day.
510563	آن واقعاً ترسناک است.	32530	It's really horrible.
510566	اتفاقی اخبار را شنیدم.	254171	I heard the news by chance.
510572	کودکان آن چیزی را که والدینشان به آنها می گویند باور خواهند کرد.	245630	Children will believe what their parents tell them.
510577	یک خط راست بکش.	278252	Draw a straight line.
510582	جمعیت این کشور در حال کم شدن است.	59259	The population of this country is diminishing.
510584	ما برای امنیت آنها نگرانیم.	249249	We are anxious for their safety.
510586	او بر روی کاناپه خوابید، با چشمانی بسته.	304191	He lay on a sofa, his eyes closed.
510591	هوای اینجا در حال سرد شدن است و من واقعاً آن را دوست ندارم.	40298	The weather here is getting cold and I really do not like that.
510594	به این ساختمان نگاه کن.آیا آن یک معبد است؟	68430	Look at that building. Is it a temple?
510596	ما باید کلاسمان را تمیز کنیم.	248589	We must clean our class.
510601	تلوزیون را تماشا نکن.	39167	Don't watch TV.
510604	او برای همیشه عاشق او خواهد بود.	289040	He will love her forever.
510606	من سیگار کشیدن را شش ماه پیش متوقف کردم.	262293	I gave up smoking six months ago.
510607	من به توکیو رفتم تا این کتاب را بخرم.	253754	I went to Tokyo to buy this book.
510617	فوق العاده	52022	Terrific!
510619	چرا خفه نمی شی	1126322	Why don't you shut up?
510624	پری، اوراگا را در سال 1853 بازدید کرد.	33900	Perry visited Uraga in 1853.
510625	من فکر می کنم که یک فیلم بیشتر از یک کتاب سرگرم کننده است.	26467	I think a movie is more entertaining than any book.
510626	بیش از اندازه کیک نخور.	62633	Do not eat too much cake.
510628	از آن موقع به بعد ما او را ندیدیم.	46998	Since that time we have not seen him.
510630	منو ترک نکن!	477387	Don't leave me!
510634	برای او غیر ممکن است که آن را تا یک ساعت دیگر تمام کند.	283150	It is impossible for him to finish it in an hour.
510635	تا قبل ار این هرگز از او چیزی نشنیده بودم.	254859	I have never heard of him since then.
510638	صبح نهم فوریه بود که من به لندن رسیدم.	246593	It was on the morning of February the ninth that I arrived in London.
510640	عمو باب ما را برای نهار دعوت کرد.	33265	Uncle Bob invited us to have dinner.
510645	اه، کارت تلفن در حال تمام شدن است...تو را نیم ساعت دیگر می بینم.	328470	Ah, the phone card's already running out.. See you in half an hour.
510646	داد نزن!	279585	Don't shout.
510648	او برای حقوق کم من به من غر می زد.	314309	She complained to me of my small salary.
510649	در شهر یک معبد خیلی قدیمی وجود دارد.	48968	There is a very old temple in the town.
510651	من در ساعت هفت به مدرسه می روم.	264923	I go to school at seven.
511212	اين سگ مرده است.	508844	The dog is dead.
511230	آيا شما كتاب سفارش داديد؟	43880	Did you order the book?
511243	من نبايد اين كار را انجام مي‌دادم.	264957	I shouldn't have done it.
511892	N8 اولین دستگاه تولید شده بوسیله نوکیا با سیستمِ عِامل سیمبیان 3 خواهد بود.	511805	The N8 will be the first device by Nokia with the Symbian^3 operating system.
512533	می خواهم یک کتاب بخرم.	574450	I'd like to eat a book.
512596	حالت خوبه؟	611272	Are you well?
512885	آیا روزی خواهد شد تا سقوطشان را ببینیم؟	510255	Will a day come when we see them overthrown?
512902	امیدواریم قبل از آنکه هوا تاریک شود به قله برسیم.	512886	We hope to reach the summit before it gets dark.
512947	پدر من همیشه مرا به مدرسه می رساند وقتی که من کوچک بودم.	512913	My father always took me to school when I was young.
512947	پدر من همیشه مرا به مدرسه می رساند وقتی که من کوچک بودم.	1558699	When I was young, my father used to take me to school.
512947	پدر من همیشه مرا به مدرسه می رساند وقتی که من کوچک بودم.	2290041	My father always sent me to school when I was little.
513039	سلام به همه بچه های خوب ایرانی.	513040	Hi, to all good Iranian children.
513039	سلام به همه بچه های خوب ایرانی.	2800909	Hi, to all good Iranian guys.
513612	او در خیابان به جلو و عقب گام بر می داشت.	301688	He walked back and forth on the street.
513619	من خداناباور هستم.	379739	I'm an atheist.
513723	من از رطیل های بزرگ سیاه پشمالو می ترسم.	513077	I'm scared of big, black, hairy tarantulas!
513737	من فقط نمی دانم چه بگویم.	1288	I just don't know what to say.
513749	آموزش در جهان من را نا امید کرده است.	1294	Education in this world disappoints me.
513903	زنده باد زبان فارسی!	513906	Long live the Persian language!
514511	یک فنجان چای دوست داری	435197	Would you like a drink?
515961	لطفآ.	393357	Please.
516949	عاشقتم	1434	I love you.
518697	هر جا که بروی، من دنبالت می آیم.	518630	Wherever you go, I will follow.
518714	ما باید این مشکل را حل کنیم.	247974	We must deal with this problem.
521639	مردم از شمشیرهای خود گاوآهن و از نیزه های خود ارّه می سازند. قومی به روی قوم دیگر شمشیر نمی کشد و برای جنگ و خونریزی آماده نمی شود.	520099	And they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more.
521640	و آنان‌ شمشیرهای‌ خود را به‌ گاو آهن‌ و نیزه‌های‌ خویش‌ را به‌ اره‌ تبدیل‌ خواهند كرد. قوم‌های‌ دنیا دیگر در فكر جنگ‌ با یكدیگر نخواهند بود.	520099	And they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more.
521641	و ایشان‌ شمشیرهای‌ خود را برای‌ گاوآهن‌ و نیزه‌های‌ خویش‌ را برای‌ ارّه‌ها خواهند شكست‌ و امّتی‌ بر امّتی‌ شمشیر نخواهد كشید و بار دیگر جنگ‌ را نخواهند آموخت‌.	520099	And they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more.
523319	فکر کنم که سویت شرت قرمز را بپوشم.	242684	I think I will wear this red sweater.
523321	خوش آمدید.	138919	Welcome.
523323	به نظرمی رسد ذات نیک اونقش التیام دهنده ی مشکلات خانواده را تحقق می بخشد.	287028	His good nature seems to fulfill the role of reducing the family's trouble.
523324	روزی در مدرسه پسری با جثه معمولی را دیدم که با پسری کوچک تر رفتار خشونت آمیزی داشت. دوستانه به او تذکر دادم، ولی او در پاسخ گفت: بزرگتر ها مرا می زنند و من کوچکترها را می زنم،این منصفانه است. دراین کلمات، او تاریخ نوع بشر را به نمایش گذاشت.	411790	I found one day in school a boy of medium size ill-treating a smaller boy. I expostulated, but he replied: "The bigs hit me, so I hit the babies; that's fair." In these words he epitomized the history of the human race.
523372	پیام دریافت شد	523377	Your message has been received.
528847	و ایشان از شمشیرهایشان گاوآهن و از نیزه هایشان اره های نجاری ساختند:نه ملتی بر دیگر ملت شمشیر خواهد کشید ونه آنها بیش از این،جنگ کردن خواهند آموخت.	520099	And they shall beat their swords into plowshares, and their spears into pruninghooks: nation shall not lift up sword against nation, neither shall they learn war any more.
528863	من سکوت او را به رضایت تعبیر می کنم.	260723	I interpreted his silence as consent.
528889	سلام،حال شما چه طور است؟	505657	Hello, how are you doing?
528896	سلام، حالت چه طوره؟	510389	Hi. How are you?
528900	پدر من مهندس الکترونیک است.	251716	My father is an electric engineer.
528906	انسان تنها حیوانی است که می تواند بخندد.	270295	Man is the only animal that can laugh.
528908	من اینجا غریبه ام.	253493	I am a stranger here.
529206	من تور ماهیگیری ام را به درون دریا انداختم.	22248	I cast my net into the sea.
535043	زمین یکی از سیارات است	277146	The earth is one of the planets.
535048	سر و صدا ایجاد نکن, من دارم مطالعه می کنم	25450	Don't make any noise, I'm studying.
535052	زندانی زیر شکنجه مرد.	266257	The prisoner died under torture.
535064	جابولانی توپ رسمی بازی جام جهانی 2010 است.	479197	The Jabulani is the official match ball of the 2010 FIFA World Cup.
535075	لطفا اسم و آدرست را در این فرم پرکن	56536	Please fill in your name and address on this form.
536002	آنها از مرز عبور کرده و داخل اسپانیا شدند.	306375	They crossed the border into Spain.
536012	او به ندرت یا هیچ گاه قبل از یازده به رختخواب می رود.	312214	She seldom, if ever, goes to bed before eleven.
538570	او نگران گربه ها است.	311909	She is afraid of cats.
538582	آن قدر سرم شلوغ است که نمی توانم بروم.	438382	I am too busy to go.
538602	آنجا هم،گربه های روی مریخ هستند.	399529	There are cats on Mars, too.
538608	او به ایتالیا رفت به قصد خواندن موسیقی.	294197	He went to Italy for the purpose of studying music.
538628	همه اش تنها یک سوء تفاهم بزرگ است.	537917	It's all just a big misunderstanding.
538635	این برنامه قابلیت دانلود و آپلود، هر دو را دارد.	538053	This program has both downloading and uploading capabilities.
538644	من در برگشت این اطراف را به تو نشان خواهم داد.	64015	I will show you around in return.
540241	من به شدت تلاش مي كنم كه زبان انگليسي ياد بگيرم	540279	I am trying to learn English.
544462	وقتی که من به اداره رسیدم کلی کار داشتم که انتظار من را می کشید.من همانند مرغی که سرش را بریدند به این طرف آن طرف می دویدم.	266812	When I got to the office, I had tons of work waiting for me. I was running around like a chicken with its head cut off.
544468	من سالها بود که او را ندیده بودم.	259509	I have not seen you for ages.
554314	من ژاپنی صحبت نمی‌کنم.	1482	I don't speak Japanese.
554316	هیچکس مرا درک نمی‌کند.	1484	Nobody understands me.
554317	یاد گرفتم که بدون او زندگی کنم.	1485	I learned to live without her.
554320	فکر کردن دیگر فایده‌ای ندارد.	1486	It's useless to keep on thinking any more.
554321	این روزها افکار زیادی در سر دارم.	1487	I have too many things on my mind these days.
554322	فقط می‌خواستم ایمیلم را چک کنم.	1488	I just wanted to check my email.
554343	آیا برای فهمیدن جواب حتماً باید سؤال بپرسی؟	1489	Do you really need to ask the question to know the answer?
554344	نباید همیشه انتظار داشته باشی که من فکر همه چیز را بکنم!	1490	You can't expect me to always think of everything!
554346	به نظر من، در ورای هر چیزی که مجبور به انجام دادنش هستیم، چیزی هست که مایل به انجام آن هستیم…	1491	I suppose that behind each thing we have to do, there's something we want to do...
554347	شما واقعاً واجد اولویت‌های مناسب نیستید!	1492	You really don't have the right priorities!
554348	انتظار نداشته باشید که دیگران به جای شما فکر کنند!	1493	Don't expect others to think for you!
554349	تو هیچگاه برای چیزهای مهم وقت نداری!	1494	You never have time for important things!
554364	به عبارت دیگر، او آدم تنبلی است.	453912	In other words, he is a lazy person.
554366	به طور خلاصه، به این مرد نباید اعتماد کرد.	324888	The man, in short, is not to be trusted.
554376	آن کلبه‌ی قدیمی فقط یک تخت داشت. بنا بر این، به نوبت روی آن می‌خوابیدیم.	48167	The old cottage had only one bed, so we all took turns sleeping in it.
554393	پاپ‌کورن هر چه بیشتر بخوری، بیشتر می‌خواهی.	33400	The more popcorn you eat, the more you want.
554394	از دیدگاه کیت، او بیش از حد کار می‌کند.	62744	From Kate's point of view, he works too much.
554395	مواجهه‌ی مؤثر با مسئله‌ی رقابت بخش مهمی از زندگی محسوب می‌شود.	19272	Effectively dealing with competition is an important part of life.
554403	دیدم که مادرم کیک را پنهان کرد.	261672	I saw my mother hide the cake.
554406	انگار سرما خورده‌ام.	574636	I worry that I have caught a cold.
554407	او بینی‌اش را روی پنجره فشار داد.	574634	He pushed his nose against the window.
554408	وقتی دیگران صحبت می‌کنند، حرفشان را قطع نکنید.	274673	Don't cut in when others are talking.
554411	امروز صبح به سگ غذا دادی؟	242245	Did you feed the dog this morning?
554427	بومرنگ در حالی که در هوا سوت می‌کشید، به حرکت در آمد.	34400	The boomerang hurtled whistling through the air.
554428	اگر نتوانی به وعده‌ات عمل کنی، چه عذری خواهی آورد؟	30580	If you can't keep your promise, what excuse will you make?
554435	سه سال دنبال یک کارگردان خوب می‌گشتم، ولی کسی را پیدا نکردم.	329676	I spent three years looking for a good director, but couldn't find one.
554481	خوبم.	257272	I'm fine.
554481	خوبم.	574624	I am well.
559032	من ترا دوست دارم.	1434	I love you.
561456	آنها به آن دهکده نیو آمستردام می گویند.	305819	They called the village New Amsterdam.
561466	تمام راهها به رم ختم می شود.	434186	All roads lead to Rome.
561470	بعد از اینکه چنین حرفی به رئیسم گفتم مطمئن شدم که کارم را از دست می دهم.	265367	After I said such a thing to my boss, I am certain to lose my job.
561472	خونریزی بند نمی آید.	266808	It won't stop bleeding.
561473	آیا طولانی خواهد شد؟	278081	Will it be much longer?
561474	مواظب باش که سرما نخوری.	63729	Take care not to catch a cold.
561475	من همیشه زمستان ها سرما می خورم.	259652	I always catch a cold in the winter.
561478	این را توضیح بده.	264212	Explain the following.
561483	هتلی که ما در آن اقامت داشتیم،بسیار راحت بود.	262522	The hotel at which we stayed was very comfortable.
561484	من می خواهم در آسایش زندگی کنم.	256581	I want to live in comfort.
561488	جان یک ببر را کشت و به دو شیر شلیک کرد.	52668	John caught a tiger and shot two lions.
561493	شما متأهلید یا مجرد؟	54476	Are you married or are you single?
561507	این مزاحمت چه بود؟	58027	What is all this bother about?
561513	خطوط قرمز روی نقشه راه آهن را نشان میدهند.	470840	The red lines on the map represent a railway.
563900	فراموشش کردم.	254852	I forgot it.
563912	اگر به من پول قرض بدهی،من بیشتر نسبت به تو وفادار خواهم شد.	31020	If you will lend me the money, I shall be much obliged to you.
563927	کار و شغل تو باید قبل از خانواده ات قرار گیرد.	245461	Your family should come before your career.
563939	ما به این نتیجه رسیدیم که باید به او کمک کنیم.	22753	We came to the conclusion that we should help him.
563950	من پدرت را می شناسم.	257093	I know your father.
563961	کارها همیشه به این قرار بود.	1356	This is always the way it has been.
563977	مستقیم برو.	449158	Keep going straight.
563989	هیچ حرفی نتواتست او را متقاعد کند.	36656	No words availed to persuade him.
563996	هیچ حرفی نتوانست او را برانگیزد.	36656	No words availed to persuade him.
564011	او همیشه چترش را گم می کند.	289123	He is always losing his umbrella.
564183	الآن تقریبا زمانی است که قطار می رسد.	31572	It's about time for the train to arrive.
564186	آیا نوشیدنی می خواهی؟	562850	Do you want a drink?
564188	او به کنار رفت تا آن خانم رد شود.	308422	He stepped aside for her to pass.
564207	ببخشید،من نمی دانستم تو همچنان اینجا بودی.	564200	Sorry, I didn't know you were still here.
564217	من دارم به بانک می روم.	256982	I'm going to the bank.
564221	من هر روز حدود ساعت 6 برگشته ام.	322390	I'll be back by 6 o'clock every day.
566325	او شروع به صحبت کردن با سگ کرد.	311202	She began to talk to the dog.
566325	او شروع به صحبت کردن با سگ کرد.	1441530	He began to talk to the dog.
566325	او شروع به صحبت کردن با سگ کرد.	1441531	He started talking to the dog.
566326	این که تنها ترجمه ی موجود است،دور از ذهن من بود.	471261	As far as I know, this is the only translation available.
566327	لطفا دست نزن.	456617	Please don't touch.
566754	علی انسان خوب است.	574618	Ali is a good person.
566756	نام شما چیست؟	70623	What is your name?
579359	شما جریمه خواهید شد اگر ماشین را جلوی آتش نشانی پارک کنید.	576987	You'll get a ticket if you park the car in front of a fire hydrant.
586990	برای من مشکل است که از پس این مورد بر آیم.	47210	It is difficult for me to handle the case.
586991	می خواهم برایت یک دست لباس جدید درست کنم.	64311	I will make a new suit for you.
586992	این را به قلبت نزدیک نگاه ندار.	586720	Don't take it to heart.
586993	قلبت می زند،زنده وتپنده.	64306	Your heart's beating, alive and beating.
586995	آنها دیوانه ی موسیقی جازند.	305656	They are crazy about jazz.
586996	از اینکه صدایت را بشنوم خوشحال می شوم.	70500	I am happy to hear your voice.
588430	پدرم به مدت یک سال بیکار بوده است.	318857	My father has been out of work for a year.
588433	من خیلی تحت تأثیر کار تو قرار گرفتم.	257109	I'm very impressed by your work.
588436	او در به پایان رساندن کار سهمی داشت.	290852	He had a share in completing the job.
588437	او نقشی در به پایان رساندن کار داشت.	290852	He had a share in completing the job.
588439	من از تو مراقبت خواهم کرد..	17568	I'll treat you.
588492	برو بیرون!	266790	Get out!
588492	برو بیرون!	433518	Go away!
588501	پیاده شو!	266790	Get out!
588515	گم شو!	433518	Go away!
588519	من هر روز می دوم.	261849	I run every day.
588530	من تقاضایت را می پذیرم.	257119	I agree to your proposal.
588545	او با احتیاط از کشته شدن رهایی یافت.	295005	He narrowly escaped being killed.
588578	ستاره های بسیاری در آسمان می درخشیدند.	18328	Many stars were shining in the heavens.
588583	هر وقت می خواهی بگیر.	37992	Take whichever you want.
588593	او آهنگسازهای موسیقی کلاسیک را دوست دارد مانند بتهون و باخ.	312143	She likes classical composers such as Beethoven and Bach.
588600	قبلا او را دیده بودی؟	28316	Have you met her before?
588605	عجله کن! دیرمان می شود.	433479	Hurry up! We'll be late.
588612	آیا ساعتت درست است؟	17103	Is your watch correct?
588624	بیا با ما برویم.	433695	Come along with us.
588629	بیا با ما.	433695	Come along with us.
588634	دارد برف می بارد.	448963	It's snowing.
588641	او همیشه محافظه کاری اش را به نمایش می گذارد.	290156	He always shows cowardice.
588642	او همیشه ترسو بودنش را نشان می دهد.	290156	He always shows cowardice.
588643	تو با گذشت زمان این را خواهی فهمید.	263855	You will understand it as time passes.
588644	یک روباه دوبار در یک دام نمی افتد.	24561	A fox is not caught twice in the same snare.
588647	این را بیمه کن،لطفا.	320472	Insure it, please.
588819	اینجا در پارک بچه های زیادی هستند.	240419	There are a lot of children in the park.
588819	اینجا در پارک بچه های زیادی هستند.	1804320	There are many children in the park.
597980	طولانی زیر آفتاب نایست.	281127	Don't stay in the sun too long.
597981	اینکه جنایت رو به افزایش است،نمی تواند انکار شود.	282780	It cannot be denied that crime is on the increase.
598021	او می تواند ژاپنی صحبت کند.	302248	He is able to speak Japanese.
598029	شما اینجا تمام مشخصه های جستجوی پیشرفته را فرا می گیرید.	510225	You can learn about advanced search features here.
608508	بین خانه های ما فاصله زیادی است.	1981282	It's a long way between our houses.
610675	آن پادشاه سال ها بر آن سرزمین حکومت کرد.	2804146	The kingdom ruled over that land for years.
610698	من به مشوت شما احتیاج دارم.	2249	I need your advice.
612425	سقف خانه قرمز است.	49400	The roof of the house is red.
612443	چند سی دی دارید؟	72239	How many CDs do you have?
613637	این دیدار بسیار طولانی بود.	42680	It was a very long meeting.
613648	این رادیو کار نمی کند.	60360	This radio is out of order.
613663	این آشپزخانه من است.	463314	This is my kitchen.
617027	هذا كرسي كنجي.	55935	This is Kenji's chair.
624364	حقوق کیفری ، که همچنین بعنوان حقوق جزا نیز شناخته می شود، مستلزم تعقیب کیفری فعلی است که بعنوان جرم طبقه بندی شده است.	624495	Criminal law, also known as penal law, involves prosecution for an act that has been classified as a crime.
624483	تمام ملل برای مرگ قهرمانانشان سوگواری می کنند.	273762	The whole nation mourned the hero's death.
624496	اگر کمی آرام تر انجامش دهی، کار سریع تر پیش می رود.	394690	If you do it a bit slower, it goes quicker.
624505	هیچ چیزی به اندازه ی غذایی که درست می کنی خوشمزه نیست.	17849	Nothing is so tasty as the dish you make.
624543	نیک به من ده دلار را برگرداند.	35976	Nick owes me ten dollars.
624590	او تو را درک نمی کند.	288747	He doesn't understand you.
624613	اسم شما چیست؟	70623	What is your name?
624620	چه کسی پیانو می نوازد؟	276269	Who is playing the piano?
624622	بیشتر از یک هفته بود که سرما خوردگی ام طول کشید.	319789	It took me more than a week to get over my cold.
625915	به خاطر می آورم که ملکه را ملاقات کردم.	625906	I remember that I met the queen.
625922	من تعطیلات خیلی طولانی را دوست ندارم.	1585572	I don't like very long holidays.
630099	خدا را شکر، که حال تان خوب است!	3539613	Thank God you're fine.
631539	صدمات ناشی از آمد وشد جاده ای یکی از مشکلات عمده ی سلامت عمومی است و منجر به مرگ ومیر می شود.	512518	Road traffic injuries are a major public health problem and a leading cause of death.
632692	من همیشه دوست داشتم معلم شوم، ولی این اتفاق نیفتاد.	632704	I have always wanted to become a teacher, but it didn't happen.
632903	من خیلی بیشتر احساس آرامش می کردم.	321687	I felt much more relaxed.
633922	ديروز ما حرف نمى زديم.	633925	We didn't talk yesterday.
634897	همسر من دکتر است.	370580	My wife is a doctor.
634900	او توسط پلیس دستگیر شد.	313384	She was arrested by the police.
634901	او دستش را بالا برد تا تاکسی را متوقف کند.	291629	He raised his hand to stop a taxi.
634904	بگذار از کنار کلیسا بگذریم.	19094	Let's pass by the church.
634906	پدر من به ندرت یکشنبه های بیرون می رود.	319371	My father rarely, if ever, goes out on Sundays.
637968	عضو شدن در این کتابخانه بسیار آسان است.	1425412	It's very easy to become a member in this library.
639998	آن فیل به باغ وحش برده شد.	46252	The elephant was brought to the zoo.
639999	بچه گریه می کند.	272360	The baby is crying.
640000	رئیس جمهور کجاست؟	265374	Where's the president?
640105	والدینم مرا درک نمی کنند.	456467	My parents don't understand me.
640108	گل ها بوی خوبی می دهند.	462720	The flowers smell good.
